sep=;
Run time (s);Round;Exception;deadline;Agreement;Discounted;#agreeing;min.util.;max.util.;Dist. to Pareto;Dist. to Nash;Social Welfare;Agent 1;Agent 2;Utility 1;Utility 2;Disc. Util. 1;Disc. Util. 2;Perceived. Util. 1;Perceived. Util. 2;User Bother 1;User Bother 2;User Util. 1;User Util. 2;Profile 1;Profile 2
0.010;3;;1000rounds;Yes;Yes;2;0.60756;0.99817;0.14552;0.39548;1.60573;shimizu_agent@0;shimizu_agent@1;0.9999999999999998;0.6086770712900903;0.998170924088847;0.6075637547213226;0.998170924088847;0.6075637547213226;0.0;0.0;0.998170924088847;0.6075637547213226;Domain16_util2.xml;Domain16_util6.xml
0.006;3;;1000rounds;Yes;Yes;2;0.83754;0.99817;0.00000;0.14581;1.83571;shimizu_agent@2;shimizu_agent@3;0.9999999999999996;0.8390728174451942;0.9981709240888468;0.8375380895671022;0.9981709240888468;0.8375380895671022;0.0;0.0;0.9981709240888468;0.8375380895671022;Domain16_util1.xml;Domain16_util6.xml
0.007;4;;1000rounds;Yes;Yes;2;0.80081;0.99726;0.03252;0.10300;1.79807;shimizu_agent@4;TitForTatAgent@5;0.8030145496940941;0.9999999999999999;0.8008123955852611;0.9972576410854921;0.8008123955852611;0.0;0.0;0.0;0.8008123955852611;0.9972576410854921;Domain16_util2.xml;Domain16_util6.xml
0.005;4;;1000rounds;Yes;Yes;2;0.94068;0.99726;0.00654;0.03498;1.93794;shimizu_agent@6;TitForTatAgent@7;0.9432643051629699;0.9999999999999999;0.9406775358869692;0.9972576410854921;0.9406775358869692;0.0;0.0;0.0;0.9406775358869692;0.9972576410854921;Domain16_util1.xml;Domain16_util6.xml
0.004;4;;1000rounds;Yes;Yes;2;0.82569;0.99684;0.00765;0.07815;1.82254;shimizu_agent@8;TimeDependentAgent@9;0.8279642095476156;0.9995860934791252;0.8256936345166693;0.9968448696448546;0.8256936345166693;0.0;0.0;0.0;0.8256936345166693;0.9968448696448546;Domain16_util2.xml;Domain16_util6.xml
0.005;4;;1000rounds;Yes;Yes;2;0.89556;0.99684;0.05165;0.07743;1.89241;shimizu_agent@10;TimeDependentAgent@11;0.898026172867119;0.9995860934791252;0.8955634627864956;0.9968448696448546;0.8955634627864956;0.0;0.0;0.0;0.8955634627864956;0.9968448696448546;Domain16_util1.xml;Domain16_util6.xml
0.009;4;;1000rounds;Yes;Yes;2;0.71196;0.83157;0.20539;0.24922;1.54353;shimizu_agent@12;RandomAgent@13;0.713918835799314;0.8338531503102655;0.7119610141157248;0.8315664256901217;0.7119610141157248;0.0;0.0;0.0;0.7119610141157248;0.8315664256901217;Domain16_util2.xml;Domain16_util6.xml
0.009;4;;1000rounds;Yes;Yes;2;0.81949;0.83922;0.17747;0.20700;1.65871;shimizu_agent@14;RandomAgent@15;0.8217432905748486;0.8415255629139612;0.8194897755365037;0.839217797784718;0.8194897755365037;0.0;0.0;0.0;0.8194897755365037;0.839217797784718;Domain16_util1.xml;Domain16_util6.xml
0.005;4;;1000rounds;Yes;Yes;2;0.90362;0.99087;0.00000;0.00000;1.89449;shimizu_agent@16;boa-negotiator.boaframework.offeringstrategy.other.TimeDependent_Offering_e_min_k_max-negotiator.boaframework.acceptanceconditions.other.AC_Next_a_b-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.BestBid_t@17;0.9061012984361441;0.9935972942669251;0.9036164434629306;0.9908724938695613;0.9036164434629306;0.9908724938695613;0.0;0.0;0.9036164434629306;0.9908724938695613;Domain16_util2.xml;Domain16_util6.xml
0.005;4;;1000rounds;Yes;Yes;2;0.94751;0.99447;0.00000;0.02768;1.94198;shimizu_agent@18;boa-negotiator.boaframework.offeringstrategy.other.TimeDependent_Offering_e_min_k_max-negotiator.boaframework.acceptanceconditions.other.AC_Next_a_b-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.BestBid_t@19;0.9501156741044822;0.997208869285824;0.9475101159157882;0.9944741646535118;0.9475101159157882;0.9944741646535118;0.0;0.0;0.9475101159157882;0.9944741646535118;Domain16_util1.xml;Domain16_util6.xml
0.003;3;;1000rounds;Yes;Yes;2;0.62090;0.99817;0.04536;0.39436;1.61907;shimizu_agent@20;shimizu_agent@21;0.9999999999999998;0.6220340008734908;0.998170924088847;0.6208962534665752;0.998170924088847;0.6208962534665752;0.0;0.0;0.998170924088847;0.6208962534665752;Domain16_util2.xml;Domain16_util5.xml
0.003;3;;1000rounds;Yes;Yes;2;0.82326;0.99817;0.00000;0.15414;1.82143;shimizu_agent@22;shimizu_agent@23;0.9999999999999996;0.8247647800277967;0.9981709240888468;0.8232562226362807;0.9981709240888468;0.8232562226362807;0.0;0.0;0.9981709240888468;0.8232562226362807;Domain16_util1.xml;Domain16_util5.xml
0.004;4;;1000rounds;Yes;Yes;2;0.80754;0.99726;0.00000;0.07030;1.80480;shimizu_agent@24;TitForTatAgent@25;0.8097646109784238;1.0;0.8075439457788541;0.9972576410854922;0.8075439457788541;0.0;0.0;0.0;0.8075439457788541;0.9972576410854922;Domain16_util2.xml;Domain16_util5.xml
0.005;4;;1000rounds;Yes;Yes;2;0.91745;0.99726;0.00000;0.04648;1.91471;shimizu_agent@26;TitForTatAgent@27;0.9199748685346769;1.0;0.9174519672528277;0.9972576410854922;0.9174519672528277;0.0;0.0;0.0;0.9174519672528277;0.9972576410854922;Domain16_util1.xml;Domain16_util5.xml
0.004;4;;1000rounds;Yes;Yes;2;0.83740;0.99659;0.02159;0.04043;1.83399;shimizu_agent@28;TimeDependentAgent@29;0.8397066303253162;0.9993282746487241;0.8374038533620722;0.9965877578462214;0.8374038533620722;0.0;0.0;0.0;0.8374038533620722;0.9965877578462214;Domain16_util2.xml;Domain16_util5.xml
0.004;4;;1000rounds;Yes;Yes;2;0.81825;0.99659;0.09920;0.13980;1.81484;shimizu_agent@30;TimeDependentAgent@31;0.8205041017985912;0.9993282746487241;0.8182539850606336;0.9965877578462214;0.8182539850606336;0.0;0.0;0.0;0.8182539850606336;0.9965877578462214;Domain16_util1.xml;Domain16_util5.xml
0.006;4;;1000rounds;Yes;Yes;2;0.87593;0.90359;0.01091;0.12259;1.77952;shimizu_agent@32;RandomAgent@33;0.9060742874911862;0.8783397318613432;0.9035895065916785;0.8759310090677068;0.9035895065916785;0.0;0.0;0.0;0.9035895065916785;0.8759310090677068;Domain16_util2.xml;Domain16_util5.xml
0.003;2;;1000rounds;Yes;Yes;2;0.82401;0.99909;0.00000;0.15428;1.82310;shimizu_agent@34;RandomAgent@35;0.9999999999999996;0.8247647800277967;0.9990850434716988;0.8240101561079978;0.9990850434716988;0.0;0.0;0.0;0.9990850434716988;0.8240101561079978;Domain16_util1.xml;Domain16_util5.xml
0.004;4;;1000rounds;Yes;Yes;2;0.87783;0.99579;0.00000;0.00000;1.87361;shimizu_agent@36;boa-negotiator.boaframework.offeringstrategy.other.TimeDependent_Offering_e_min_k_max-negotiator.boaframework.acceptanceconditions.other.AC_Next_a_b-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.BestBid_t@37;0.8802422966755272;0.998523961060132;0.8778283563663123;0.9957856499741691;0.8778283563663123;0.9957856499741691;0.0;0.0;0.8778283563663123;0.9957856499741691;Domain16_util2.xml;Domain16_util5.xml
0.004;4;;1000rounds;Yes;Yes;2;0.91775;0.99392;0.00000;0.04441;1.91167;shimizu_agent@38;boa-negotiator.boaframework.offeringstrategy.other.TimeDependent_Offering_e_min_k_max-negotiator.boaframework.acceptanceconditions.other.AC_Next_a_b-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.BestBid_t@39;0.9202695800214121;0.9966533447459023;0.9177458705348901;0.9939201635612643;0.9177458705348901;0.9939201635612643;0.0;0.0;0.9177458705348901;0.9939201635612643;Domain16_util1.xml;Domain16_util5.xml
0.004;3;;1000rounds;Yes;Yes;2;0.79026;0.99817;0.00000;0.21490;1.78843;shimizu_agent@40;shimizu_agent@41;0.9999999999999998;0.7917100999439088;0.998170924088847;0.7902620020714851;0.998170924088847;0.7902620020714851;0.0;0.0;0.998170924088847;0.7902620020714851;Domain16_util2.xml;Domain16_util4.xml
0.004;3;;1000rounds;Yes;Yes;2;0.44709;0.99817;0.00000;0.39113;1.44526;shimizu_agent@42;shimizu_agent@43;0.9999999999999996;0.4479100827858243;0.9981709240888468;0.4470908212430383;0.9981709240888468;0.4470908212430383;0.0;0.0;0.9981709240888468;0.4470908212430383;Domain16_util1.xml;Domain16_util4.xml
0.004;4;;1000rounds;Yes;Yes;2;0.94293;0.99726;0.00000;0.00000;1.94019;shimizu_agent@44;TitForTatAgent@45;0.9455227576112113;0.9999999999999999;0.9429297948480062;0.9972576410854921;0.9429297948480062;0.0;0.0;0.0;0.9429297948480062;0.9972576410854921;Domain16_util2.xml;Domain16_util4.xml
0.005;4;;1000rounds;Yes;Yes;2;0.44986;0.99726;0.02025;0.40121;1.44712;shimizu_agent@46;TitForTatAgent@47;0.45109672272852963;0.9999999999999999;0.4498596536096498;0.9972576410854921;0.4498596536096498;0.0;0.0;0.0;0.4498596536096498;0.9972576410854921;Domain16_util1.xml;Domain16_util4.xml
0.003;4;;1000rounds;Yes;Yes;2;0.86823;0.99710;0.07470;0.07470;1.86532;shimizu_agent@48;TimeDependentAgent@49;0.8706150306428637;0.9998372347200905;0.8682274917524758;0.997095322166399;0.8682274917524758;0.0;0.0;0.0;0.8682274917524758;0.997095322166399;Domain16_util2.xml;Domain16_util4.xml
0.003;4;;1000rounds;Yes;Yes;2;0.40669;0.99710;0.06342;0.43760;1.40379;shimizu_agent@50;TimeDependentAgent@51;0.4078124995865066;0.9998372347200905;0.40669413134281784;0.997095322166399;0.40669413134281784;0.0;0.0;0.0;0.40669413134281784;0.997095322166399;Domain16_util1.xml;Domain16_util4.xml
0.005;4;;1000rounds;Yes;Yes;2;0.73987;0.84452;0.23044;0.25409;1.58440;shimizu_agent@52;RandomAgent@53;0.7419086801633237;0.8468440059308863;0.739874100280527;0.8445216557220242;0.739874100280527;0.0;0.0;0.0;0.739874100280527;0.8445216557220242;Domain16_util2.xml;Domain16_util4.xml
0.004;4;;1000rounds;Yes;Yes;2;0.45942;0.80313;0.14563;0.32471;1.26255;shimizu_agent@54;RandomAgent@55;0.4606791660860365;0.805342019328029;0.4594158184681924;0.803133482462097;0.4594158184681924;0.0;0.0;0.0;0.4594158184681924;0.803133482462097;Domain16_util1.xml;Domain16_util4.xml
0.004;4;;1000rounds;Yes;Yes;2;0.94293;0.99726;0.00000;0.00000;1.94019;shimizu_agent@56;boa-negotiator.boaframework.offeringstrategy.other.TimeDependent_Offering_e_min_k_max-negotiator.boaframework.acceptanceconditions.other.AC_Next_a_b-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.BestBid_t@57;0.9455227576112113;0.9999999999999999;0.9429297948480062;0.9972576410854921;0.9429297948480062;0.9972576410854921;0.0;0.0;0.9429297948480062;0.9972576410854921;Domain16_util2.xml;Domain16_util4.xml
0.004;4;;1000rounds;Yes;Yes;2;0.48163;0.99720;0.00000;0.37523;1.47883;shimizu_agent@58;boa-negotiator.boaframework.offeringstrategy.other.TimeDependent_Offering_e_min_k_max-negotiator.boaframework.acceptanceconditions.other.AC_Next_a_b-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.BestBid_t@59;0.48295350872171894;0.9999427407317452;0.48162907686178313;0.9972005388427021;0.48162907686178313;0.9972005388427021;0.0;0.0;0.48162907686178313;0.9972005388427021;Domain16_util1.xml;Domain16_util4.xml
0.003;3;;1000rounds;Yes;Yes;2;0.71895;0.99817;0.08187;0.28110;1.71712;shimizu_agent@60;shimizu_agent@61;0.9999999999999998;0.7202705719013778;0.998170924088847;0.7189531423488007;0.998170924088847;0.7189531423488007;0.0;0.0;0.998170924088847;0.7189531423488007;Domain16_util2.xml;Domain16_util3.xml
