sep=;
Run time (s);Round;Exception;deadline;Agreement;Discounted;#agreeing;min.util.;max.util.;Dist. to Pareto;Dist. to Nash;Social Welfare;Agent 1;Agent 2;Utility 1;Utility 2;Disc. Util. 1;Disc. Util. 2;Perceived. Util. 1;Perceived. Util. 2;User Bother 1;User Bother 2;User Util. 1;User Util. 2;Profile 1;Profile 2
0.003;3;;1000rounds;Yes;Yes;2;0.31615;0.99862;0.00000;0.59863;1.31477;shimizu_agent@80;shimizu_agent@81;0.31659109233446475;1.0;0.31615294580504116;0.9986160490928763;0.31615294580504116;0.9986160490928763;0.0;0.0;0.31615294580504116;0.9986160490928763;Travel-C-prof1.xml;Travel-C-prof2.xml
0.003;3;;1000rounds;Yes;Yes;2;0.64596;1.00000;0.00000;0.14270;1.64596;shimizu_agent@82;shimizu_agent@83;1.0;0.6468515588045686;1.0;0.6459563480029866;1.0;0.6459563480029866;0.0;0.0;1.0;0.6459563480029866;Travel-B-prof1.xml;Travel-C-prof2.xml
0.003;3;;1000rounds;Yes;Yes;2;0.64596;0.99943;0.00000;0.04625;1.64538;shimizu_agent@84;shimizu_agent@85;1.0;0.6468515588045686;0.9994253758042081;0.6459563480029866;0.9994253758042081;0.6459563480029866;0.0;0.0;0.9994253758042081;0.6459563480029866;Travel-A-prof1.xml;Travel-C-prof2.xml
0.002;3;;1000rounds;Yes;Yes;2;0.19752;0.99862;0.11863;0.71168;1.19614;shimizu_agent@86;TitForTatAgent@87;0.1977940117301068;1.0;0.19752027452814927;0.9986160490928763;0.19752027452814927;0.0;0.0;0.0;0.19752027452814927;0.9986160490928763;Travel-C-prof1.xml;Travel-C-prof2.xml
0.325;608;;1000rounds;Yes;Yes;2;0.46637;0.90383;0.03931;0.03931;1.37020;shimizu_agent@88;TitForTatAgent@89;0.9038302064269917;0.7100229140107353;0.9038302064269917;0.46636902700877003;0.9038302064269917;0.0;0.0;0.0;0.9038302064269917;0.46636902700877003;Travel-B-prof1.xml;Travel-C-prof2.xml
0.437;696;;1000rounds;Yes;Yes;2;0.47837;0.68022;0.04581;0.13337;1.15859;shimizu_agent@90;TitForTatAgent@91;0.8306111320187004;0.7740451034487411;0.6802241882489207;0.4783650340604737;0.6802241882489207;0.0;0.0;0.0;0.6802241882489207;0.4783650340604737;Travel-A-prof1.xml;Travel-C-prof2.xml
0.001;3;;1000rounds;Yes;Yes;2;0.19752;0.99862;0.11863;0.71168;1.19614;shimizu_agent@92;TimeDependentAgent@93;0.1977940117301068;1.0;0.19752027452814927;0.9986160490928763;0.19752027452814927;0.0;0.0;0.0;0.19752027452814927;0.9986160490928763;Travel-C-prof1.xml;Travel-C-prof2.xml
0.175;347;;1000rounds;Yes;Yes;2;0.54197;0.98019;0.00000;0.08526;1.52216;shimizu_agent@94;TimeDependentAgent@95;0.9801853495122493;0.688700166873053;0.9801853495122493;0.5419732628639479;0.9801853495122493;0.0;0.0;0.0;0.9801853495122493;0.5419732628639479;Travel-B-prof1.xml;Travel-C-prof2.xml
0.154;305;;1000rounds;Yes;Yes;2;0.58805;0.86414;0.00000;0.04543;1.45220;shimizu_agent@96;TimeDependentAgent@97;0.94303963812983;0.7258365917296608;0.8641447882684602;0.5880539365831435;0.8641447882684602;0.0;0.0;0.0;0.8641447882684602;0.5880539365831435;Travel-A-prof1.xml;Travel-C-prof2.xml
0.002;3;;1000rounds;Yes;Yes;2;0.57895;0.81132;0.12030;0.30242;1.39027;shimizu_agent@98;RandomAgent@99;0.5797534275352618;0.8124469419508791;0.5789510772533163;0.8113225552685762;0.5789510772533163;0.0;0.0;0.0;0.5789510772533163;0.8113225552685762;Travel-C-prof1.xml;Travel-C-prof2.xml
