sep=;
Run time (s);Round;Exception;deadline;Agreement;Discounted;#agreeing;min.util.;max.util.;Dist. to Pareto;Dist. to Nash;Social Welfare;Agent 1;Agent 2;Utility 1;Utility 2;Disc. Util. 1;Disc. Util. 2;Perceived. Util. 1;Perceived. Util. 2;User Bother 1;User Bother 2;User Util. 1;User Util. 2;Profile 1;Profile 2
0.002;3;;1000rounds;Yes;Yes;2;0.99817;0.99817;0.00000;0.00000;1.99634;WaveAgent@178;TitForTatAgent@179;0.9999999999999999;0.9999999999999999;0.9981709240888471;0.9981709240888471;0.0;0.0;0.0;0.0;0.9981709240888471;0.9981709240888471;Domain16_util6.xml;Domain16_util6.xml
0.002;3;;1000rounds;Yes;Yes;2;0.90583;0.92119;0.03040;0.04850;1.82702;WaveAgent@180;TitForTatAgent@181;0.9074862746277383;0.9228821385855972;0.905826413343115;0.9211941170970771;0.0;0.0;0.0;0.0;0.905826413343115;0.9211941170970771;Domain16_util5.xml;Domain16_util6.xml
0.349;956;;1000rounds;Yes;Yes;2;0.30724;0.35554;0.00752;0.10217;0.66278;WaveAgent@182;TitForTatAgent@183;0.8522069541700408;0.7364318136411174;0.355542906664973;0.3072412238615423;0.0;0.0;0.0;0.0;0.355542906664973;0.3072412238615423;Domain16_util4.xml;Domain16_util6.xml
0.002;3;;1000rounds;Yes;Yes;2;0.79633;0.91683;0.07799;0.13439;1.71317;WaveAgent@184;TitForTatAgent@185;0.9185147830009623;0.7977900612524486;0.9168347497373376;0.7963308426692546;0.0;0.0;0.0;0.0;0.9168347497373376;0.7963308426692546;Domain16_util3.xml;Domain16_util6.xml
0.006;7;;1000rounds;Yes;Yes;2;0.70834;0.95856;0.05529;0.28565;1.66690;WaveAgent@186;TitForTatAgent@187;0.9638432266459467;0.7122383218030748;0.9585640671306156;0.7083372519923603;0.0;0.0;0.0;0.0;0.9585640671306156;0.7083372519923603;Domain16_util2.xml;Domain16_util6.xml
0.003;5;;1000rounds;Yes;Yes;2;0.92495;0.97912;0.02606;0.04533;1.90407;WaveAgent@188;TitForTatAgent@189;0.9283399909507755;0.9827157132592443;0.924947088099949;0.9791240776757612;0.0;0.0;0.0;0.0;0.924947088099949;0.9791240776757612;Domain16_util1.xml;Domain16_util6.xml
0.046;3;;1000rounds;Yes;Yes;2;0.99783;0.99783;0.00048;0.00048;1.99567;WaveAgent@190;TimeDependentAgent@191;0.999661614754591;0.999661614754591;0.9978331577757393;0.9978331577757393;0.0;0.0;0.0;0.0;0.9978331577757393;0.9978331577757393;Domain16_util6.xml;Domain16_util6.xml
0.104;269;;1000rounds;Yes;Yes;2;0.71986;0.74745;0.00067;0.00067;1.46731;WaveAgent@192;TimeDependentAgent@193;0.9552637193420775;0.9199994121679814;0.7474495809237018;0.7198568951709166;0.0;0.0;0.0;0.0;0.7474495809237018;0.7198568951709166;Domain16_util5.xml;Domain16_util6.xml
0.332;1001;;1000rounds;No;Yes;1;0.28026;0.28026;0.44625;0.44625;0.00000;WaveAgent@194;TimeDependentAgent@195;0.7;0.7;0.2802564224433127;0.2802564224433127;0.0;0.0;0.0;0.0;0.2802564224433127;0.2802564224433127;Domain16_util4.xml;Domain16_util6.xml
0.241;257;;1000rounds;Yes;Yes;2;0.72477;0.73061;0.01537;0.01537;1.45538;WaveAgent@196;TimeDependentAgent@197;0.9161619409083085;0.9235424446376768;0.7247719467499121;0.7306106329221688;0.0;0.0;0.0;0.0;0.7247719467499121;0.7306106329221688;Domain16_util3.xml;Domain16_util6.xml
