sep=;
Run time (s);Round;Exception;deadline;Agreement;Discounted;#agreeing;min.util.;max.util.;Dist. to Pareto;Dist. to Nash;Social Welfare;Agent 1;Agent 2;Utility 1;Utility 2;Disc. Util. 1;Disc. Util. 2;Perceived. Util. 1;Perceived. Util. 2;User Bother 1;User Bother 2;User Util. 1;User Util. 2;Profile 1;Profile 2
0.001;2;;1000rounds;Yes;Yes;2;0.90284;0.90284;0.13611;0.13611;1.80568;WaveAgent@120;WaveAgent2@121;0.9036677878384033;0.9036677878384033;0.9028409710965054;0.9028409710965054;0.0;0.0;0.0;0.0;0.9028409710965054;0.9028409710965054;Domain16_util6.xml;Domain16_util6.xml
0.002;3;;1000rounds;Yes;Yes;2;0.89869;0.93447;0.02817;0.02817;1.83316;WaveAgent@122;WaveAgent2@123;0.9361800093624588;0.9003379012339247;0.9344676650588312;0.8986911148668798;0.0;0.0;0.0;0.0;0.9344676650588312;0.8986911148668798;Domain16_util5.xml;Domain16_util6.xml
0.294;1001;;1000rounds;No;Yes;1;0.28026;0.28026;0.44625;0.44625;0.00000;WaveAgent@124;WaveAgent2@125;0.7;0.7;0.2802564224433127;0.2802564224433127;0.0;0.0;0.0;0.0;0.2802564224433127;0.2802564224433127;Domain16_util4.xml;Domain16_util6.xml
0.008;11;;1000rounds;Yes;Yes;2;0.90229;0.91270;0.02528;0.02528;1.81498;WaveAgent@126;WaveAgent2@127;0.910584337063024;0.9210896991689097;0.9022871057826158;0.9126967431812678;0.0;0.0;0.0;0.0;0.9022871057826158;0.9126967431812678;Domain16_util3.xml;Domain16_util6.xml
0.006;5;;1000rounds;Yes;Yes;2;0.89912;0.92523;0.02529;0.06484;1.82435;WaveAgent@128;WaveAgent2@129;0.9024200577237385;0.9286254745127244;0.8991218872082595;0.9252315282747761;0.0;0.0;0.0;0.0;0.8991218872082595;0.9252315282747761;Domain16_util2.xml;Domain16_util6.xml
0.002;3;;1000rounds;Yes;Yes;2;0.89869;0.92595;0.06913;0.09434;1.82464;WaveAgent@130;WaveAgent2@131;0.9276446405642093;0.9003379012339247;0.9259479080980433;0.8986911148668798;0.0;0.0;0.0;0.0;0.9259479080980433;0.8986911148668798;Domain16_util1.xml;Domain16_util6.xml
0.007;11;;1000rounds;Yes;Yes;2;0.89473;0.91605;0.03124;0.05272;1.81078;WaveAgent@132;WaveAgent2@133;0.9244734721122472;0.9029616928029646;0.9160496832345933;0.894733918946564;0.0;0.0;0.0;0.0;0.9160496832345933;0.894733918946564;Domain16_util6.xml;Domain16_util5.xml
0.002;2;;1000rounds;Yes;Yes;2;0.93395;0.93395;0.09212;0.09212;1.86789;WaveAgent@134;WaveAgent2@135;0.9348011843979573;0.9348011843979573;0.9339458819516292;0.9339458819516292;0.0;0.0;0.0;0.0;0.9339458819516292;0.9339458819516292;Domain16_util5.xml;Domain16_util5.xml
0.295;1001;;1000rounds;No;Yes;1;0.28026;0.28026;0.45899;0.45899;0.00000;WaveAgent@136;WaveAgent2@137;0.7;0.7;0.2802564224433127;0.2802564224433127;0.0;0.0;0.0;0.0;0.2802564224433127;0.2802564224433127;Domain16_util4.xml;Domain16_util5.xml
0.119;331;;1000rounds;Yes;Yes;2;0.65368;0.67003;0.03463;0.04062;1.32371;WaveAgent@138;WaveAgent2@139;0.9063251193899442;0.8842023449564467;0.670031164474405;0.6536761633848861;0.0;0.0;0.0;0.0;0.670031164474405;0.6536761633848861;Domain16_util3.xml;Domain16_util5.xml
0.118;322;;1000rounds;Yes;Yes;2;0.66120;0.66430;0.01992;0.01992;1.32550;WaveAgent@140;WaveAgent2@141;0.891203998254323;0.8870351608976775;0.6643026647924121;0.6611952171479555;0.0;0.0;0.0;0.0;0.6643026647924121;0.6611952171479555;Domain16_util2.xml;Domain16_util5.xml
0.002;3;;1000rounds;Yes;Yes;2;0.91235;0.91836;0.05417;0.06923;1.83070;WaveAgent@142;WaveAgent2@143;0.9140171100951944;0.92004173472735;0.9123453034167378;0.918358908553105;0.0;0.0;0.0;0.0;0.9123453034167378;0.918358908553105;Domain16_util1.xml;Domain16_util5.xml
0.316;1001;;1000rounds;No;Yes;1;0.28026;0.28026;0.44625;0.44625;0.00000;WaveAgent@144;WaveAgent2@145;0.7;0.7;0.2802564224433127;0.2802564224433127;0.0;0.0;0.0;0.0;0.2802564224433127;0.2802564224433127;Domain16_util6.xml;Domain16_util4.xml
