sep=;
Run time (s);Round;Exception;deadline;Agreement;Discounted;#agreeing;min.util.;max.util.;Dist. to Pareto;Dist. to Nash;Social Welfare;Agent 1;Agent 2;Utility 1;Utility 2;Disc. Util. 1;Disc. Util. 2;Perceived. Util. 1;Perceived. Util. 2;User Bother 1;User Bother 2;User Util. 1;User Util. 2;Profile 1;Profile 2
0.154;387;;1000rounds;Yes;No;2;0.80393;0.82185;0.00000;0.16837;1.62578;WaveAgent@4;RandomAgent@5;0.8039306743853559;0.8218504895645496;0.8039306743853559;0.8218504895645496;0.0;0.0;0.0;0.0;0.8039306743853559;0.8218504895645496;party2_utility.xml;party5_utility.xml
0.005;7;;1000rounds;Yes;No;2;0.89359;0.92083;0.00000;0.01252;1.81442;WaveAgent@6;RandomAgent@7;0.9208333333333333;0.8935856999227081;0.9208333333333333;0.8935856999227081;0.0;0.0;0.0;0.0;0.9208333333333333;0.8935856999227081;party1_utility.xml;party5_utility.xml
0.100;285;;1000rounds;Yes;No;2;0.76998;0.94749;0.00000;0.01648;1.71746;WaveAgent@8;TimeDependentAgent@9;0.9474860195378878;0.7699761934608027;0.9474860195378878;0.7699761934608027;0.0;0.0;0.0;0.0;0.9474860195378878;0.7699761934608027;party2_utility.xml;party5_utility.xml
0.104;227;;1000rounds;Yes;No;2;0.89289;0.93333;0.00000;0.00000;1.82622;WaveAgent@10;TimeDependentAgent@11;0.9333333333333335;0.8928854101321144;0.9333333333333335;0.8928854101321144;0.0;0.0;0.0;0.0;0.9333333333333335;0.8928854101321144;party1_utility.xml;party5_utility.xml
0.008;9;;1000rounds;Yes;No;2;0.65025;1.00000;0.00000;0.12458;1.65025;WaveAgent@12;TitForTatAgent@13;1.0;0.6502542525778785;1.0;0.6502542525778785;0.0;0.0;0.0;0.0;1.0;0.6502542525778785;party2_utility.xml;party5_utility.xml
0.003;3;;1000rounds;Yes;No;2;0.74627;0.97500;0.01250;0.15242;1.72127;WaveAgent@14;TitForTatAgent@15;0.975;0.746269781146792;0.975;0.746269781146792;0.0;0.0;0.0;0.0;0.975;0.746269781146792;party1_utility.xml;party5_utility.xml
0.254;783;;1000rounds;Yes;No;2;0.76998;0.94749;0.00000;0.01648;1.71746;WaveAgent@16;TimeDependentAgentBoulware@17;0.9474860195378878;0.7699761934608027;0.9474860195378878;0.7699761934608027;0.0;0.0;0.0;0.0;0.9474860195378878;0.7699761934608027;party2_utility.xml;party5_utility.xml
0.293;669;;1000rounds;Yes;No;2;0.89359;0.92083;0.00000;0.01252;1.81442;WaveAgent@18;TimeDependentAgentBoulware@19;0.9208333333333333;0.8935856999227081;0.9208333333333333;0.8935856999227081;0.0;0.0;0.0;0.0;0.9208333333333333;0.8935856999227081;party1_utility.xml;party5_utility.xml
0.052;83;;1000rounds;Yes;No;2;0.76951;0.96396;0.00000;0.00000;1.73347;WaveAgent@20;TimeDependentAgentConceder@21;0.9639627580931429;0.7695093336004071;0.9639627580931429;0.7695093336004071;0.0;0.0;0.0;0.0;0.9639627580931429;0.7695093336004071;party2_utility.xml;party5_utility.xml
0.015;21;;1000rounds;Yes;No;2;0.89289;0.93333;0.00000;0.00000;1.82622;WaveAgent@22;TimeDependentAgentConceder@23;0.9333333333333335;0.8928854101321144;0.9333333333333335;0.8928854101321144;0.0;0.0;0.0;0.0;0.9333333333333335;0.8928854101321144;party1_utility.xml;party5_utility.xml
