sep=;
Run time (s);Round;Exception;deadline;Agreement;Discounted;#agreeing;min.util.;max.util.;Dist. to Pareto;Dist. to Nash;Social Welfare;Agent 1;Agent 2;Utility 1;Utility 2;Disc. Util. 1;Disc. Util. 2;Perceived. Util. 1;Perceived. Util. 2;User Bother 1;User Bother 2;User Util. 1;User Util. 2;Profile 1;Profile 2
0.236;593;;1000rounds;Yes;No;2;0.89200;0.92793;0.00000;0.00000;1.81992;shimizu_agent@170;shimizu_agent@171;0.9279255161862858;0.8919960615462608;0.9279255161862858;0.8919960615462608;0.9279255161862858;0.8919960615462608;0.0;0.0;0.9279255161862858;0.8919960615462608;party2_utility.xml;party9_utility.xml
0.285;761;;1000rounds;Yes;No;2;0.87333;0.91832;0.00000;0.16447;1.79166;shimizu_agent@172;shimizu_agent@173;0.8733333333333334;0.9183223339690778;0.8733333333333334;0.9183223339690778;0.8733333333333334;0.9183223339690778;0.0;0.0;0.8733333333333334;0.9183223339690778;party1_utility.xml;party9_utility.xml
0.154;419;;1000rounds;Yes;No;2;0.89200;0.92793;0.00000;0.00000;1.81992;shimizu_agent@174;TitForTatAgent@175;0.9279255161862858;0.8919960615462608;0.9279255161862858;0.8919960615462608;0.9279255161862858;0.0;0.0;0.0;0.9279255161862858;0.8919960615462608;party2_utility.xml;party9_utility.xml
0.258;761;;1000rounds;Yes;No;2;0.87333;0.91832;0.00000;0.16447;1.79166;shimizu_agent@176;TitForTatAgent@177;0.8733333333333334;0.9183223339690778;0.8733333333333334;0.9183223339690778;0.8733333333333334;0.0;0.0;0.0;0.8733333333333334;0.9183223339690778;party1_utility.xml;party9_utility.xml
0.190;422;;1000rounds;Yes;No;2;0.66478;0.98352;0.03112;0.23392;1.64831;shimizu_agent@178;TimeDependentAgent@179;0.9835232614447449;0.6647830176601569;0.9835232614447449;0.6647830176601569;0.9835232614447449;0.0;0.0;0.0;0.9835232614447449;0.6647830176601569;party2_utility.xml;party9_utility.xml
0.095;235;;1000rounds;Yes;No;2;0.81342;1.00000;0.00000;0.00000;1.81342;shimizu_agent@180;TimeDependentAgent@181;1.0;0.8134174086583098;1.0;0.8134174086583098;1.0;0.0;0.0;0.0;1.0;0.8134174086583098;party1_utility.xml;party9_utility.xml
0.203;546;;1000rounds;Yes;No;2;0.89200;0.92793;0.00000;0.00000;1.81992;shimizu_agent@182;RandomAgent@183;0.9279255161862858;0.8919960615462608;0.9279255161862858;0.8919960615462608;0.9279255161862858;0.0;0.0;0.0;0.9279255161862858;0.8919960615462608;party2_utility.xml;party9_utility.xml
0.006;9;;1000rounds;Yes;No;2;0.81342;1.00000;0.00000;0.00000;1.81342;shimizu_agent@184;RandomAgent@185;1.0;0.8134174086583098;1.0;0.8134174086583098;1.0;0.0;0.0;0.0;1.0;0.8134174086583098;party1_utility.xml;party9_utility.xml
0.177;546;;1000rounds;Yes;No;2;0.89200;0.92793;0.00000;0.00000;1.81992;shimizu_agent@186;boa-negotiator.boaframework.offeringstrategy.other.TimeDependent_Offering_e_min_k_max-negotiator.boaframework.acceptanceconditions.other.AC_Next_a_b-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.BestBid_t@187;0.9279255161862858;0.8919960615462608;0.9279255161862858;0.8919960615462608;0.9279255161862858;0.8919960615462608;0.0;0.0;0.9279255161862858;0.8919960615462608;party2_utility.xml;party9_utility.xml
0.232;725;;1000rounds;Yes;No;2;0.85276;0.93667;0.00000;0.07456;1.78942;shimizu_agent@188;boa-negotiator.boaframework.offeringstrategy.other.TimeDependent_Offering_e_min_k_max-negotiator.boaframework.acceptanceconditions.other.AC_Next_a_b-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.BestBid_t@189;0.9366666666666666;0.8527567556498478;0.9366666666666666;0.8527567556498478;0.9366666666666666;0.8527567556498478;0.0;0.0;0.9366666666666666;0.8527567556498478;party1_utility.xml;party9_utility.xml
